SEXO;FECHA_NACIMIENTO;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;DISCAPACIDAD;PERIODO_MATRICULA;FACULTAD;ESCUELA_PROFESIONAL;CICLO;NOTA_PROMEDIO;PERIODO_INGRESO;PERIODO_PRIMERA_MATRICULA;FECHA_MATRICULA;CREDITOS_MATRICULADOS
MASCULINO;19920623;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;9;9.67;2016-1;2016-1;20230926;19
FEMENINO;20050420;70910;CUSCO;LA CONVENCION;PICHARI;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;1;0;2023-1;2023-1;20230926;22
MASCULINO;19980113;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;6;9.8;2018-1;2018-1;20230926;22
FEMENINO;19900804;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;10;9.61;2010-1;2010-1;20230926;6
MASCULINO;20001114;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;5;10.36;2000-1;2021-2;20230926;22
MASCULINO;19991229;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;4;11.48;2021-1;2022-1;20230926;25
MASCULINO;19951117;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;10;12;2017-1;2017-1;20230926;5
MASCULINO;20001112;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;2;0;2000-1;2022-1;20230926;22
MASCULINO;20021230;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;2;13.85;2022-1;2022-1;20230926;22
MASCULINO;19851220;50410;AYACUCHO;LA MAR;ANCHIHUAY;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;9;8.48;2013-1;2013-1;20230926;17
MASCULINO;19911208;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;10;11.81;2013-1;2013-1;20230926;21
FEMENINO;20001205;70910;CUSCO;LA CONVENCION;PICHARI;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;8;11.39;2019-1;2019-1;20230926;26
FEMENINO;20030702;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;1;0;2023-1;2023-1;20230926;22
MASCULINO;19850508;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;10;8.48;2011-1;2011-1;20230926;4
FEMENINO;20030612;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;1;0;2023-1;2023-1;20230926;21
MASCULINO;19990105;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;7;13.73;2019-1;2019-1;20230926;26
MASCULINO;19940903;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;4;9.73;2019-1;2019-1;20230926;12
MASCULINO;19911112;80701;HUANCAVELICA;CHURCAMPA;CHURCAMPA;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;9;10.03;2011-1;2011-1;20230926;20
MASCULINO;19970421;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;9;12.48;2016-1;2016-1;20230926;25
FEMENINO;20020408;70910;CUSCO;LA CONVENCION;PICHARI;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;2;3.27;2021-1;2022-1;20230926;21
MASCULINO;19981001;51104;AYACUCHO;SUCRE;SAN SALVADOR DE QUIJE;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;8;11.7;2017-1;2017-1;20230926;21
MASCULINO;19990307;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;2;13.65;2022-1;2022-1;20230926;22
MASCULINO;19920501;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;7;7.78;2013-1;2013-1;20230926;18
MASCULINO;19990925;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;7;10.85;2017-1;2017-1;20230926;22
MASCULINO;20030529;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;2;3.22;2021-1;2022-1;20230926;18
MASCULINO;19990929;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;4;10.33;2021-1;2022-1;20230926;22
MASCULINO;19970421;10510;AYACUCHO;LA MAR;SANTA ROSA;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;5;11.25;2019-1;2019-1;20230926;26
MASCULINO;19950124;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;7;9.88;2018-1;2018-1;20230926;22
MASCULINO;20050216;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;1;0;2023-1;2023-1;20230926;22
MASCULINO;20010918;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;2;12.45;2022-1;2022-1;20230926;18
FEMENINO;20020214;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;4;11.34;2000-1;2022-1;20230926;21
MASCULINO;19980910;50801;AYACUCHO;HUANCA SANCOS;SANCOS;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;9;10.63;2018-1;2018-1;20230926;20
MASCULINO;20000120;50308;AYACUCHO;HUANTA;SIVIA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;10;10.78;2018-1;2018-1;20230926;10
MASCULINO;20000604;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;9;11.6;2019-1;2019-1;20230926;26
FEMENINO;20001115;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;8;13.36;2019-1;2019-1;20230926;26
MASCULINO;20011219;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;2;14.05;2022-1;2022-1;20230926;19
MASCULINO;19970804;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;4;9.34;2019-1;2019-1;20230926;21
MASCULINO;19920825;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;8;12.15;2019-1;2019-1;20230926;22
MASCULINO;19960722;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;8;8.67;2019-1;2019-1;20230926;13
MASCULINO;20020114;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;6;11.44;2000-1;2021-2;20230926;22
FEMENINO;20020518;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;4;11.78;2021-1;2022-1;20230926;18
MASCULINO;20050420;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;2;14.25;2022-1;2022-1;20230926;22
MASCULINO;20040804;50303;AYACUCHO;HUANTA;HUAMANGUILLA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;2;13.5;2022-1;2022-1;20230926;21
MASCULINO;20001110;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;4;12.29;2020-2;2022-1;20230926;19
MASCULINO;19931101;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;10;11.86;2015-1;2015-1;20230926;24
MASCULINO;19910802;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;7;7.25;2015-1;2015-1;20230926;22
MASCULINO;19951209;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;3;14.83;2022-1;2022-1;20230926;25
MASCULINO;19991002;50709;AYACUCHO;VICTOR FAJARDO;HUAMANQUIQUIA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;6;11;2018-1;2018-1;20230926;26
FEMENINO;20010305;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;9;11.16;2018-1;2018-1;20230926;20
MASCULINO;19950626;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;11;13.05;2013-1;2013-1;20230926;12
MASCULINO;19991217;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;1;0;2023-1;2023-1;20230926;22
FEMENINO;19850218;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;7;0;2005-1;2005-1;20230926;21
MASCULINO;20010217;50110;AYACUCHO;HUAMANGA;TAMBILLO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;1;0;2019-1;2019-1;20230926;20
MASCULINO;20031004;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;1;0;2023-1;2023-1;20230926;22
MASCULINO;20001128;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;5;12.83;2000-1;2021-2;20230926;15
MASCULINO;20030624;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;5;11.52;2021-1;2021-2;20230926;22
MASCULINO;19711215;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;3;7.64;2004-1;2004-1;20230926;6
MASCULINO;20030321;51008;AYACUCHO;PAUCAR DEL SARA SARA;SAN JAVIER DE ALPABAMBA;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;2;12.41;2022-1;2022-1;20230926;22
MASCULINO;19970719;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;9;9.67;2018-1;2022-1;20230926;20
FEMENINO;20000616;50707;AYACUCHO;VICTOR FAJARDO;COLCA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;9;11.5;2018-1;2018-1;20230926;20
MASCULINO;20010530;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;9;12.95;2019-1;2019-1;20230926;25
MASCULINO;20020604;70910;CUSCO;LA CONVENCION;PICHARI;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;1;10.77;2019-1;2019-1;20230926;22
MASCULINO;20020810;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;1;11.14;2022-1;2022-1;20230926;20
MASCULINO;20001021;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;2;10.5;2022-1;2022-1;20230926;17
MASCULINO;19900704;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;10;11.08;2008-1;2008-1;20230926;7
FEMENINO;20021001;50410;AYACUCHO;LA MAR;ANCHIHUAY;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;2;12.85;2022-1;2022-1;20230926;21
FEMENINO;19980812;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;3;11.26;2021-1;2021-2;20230926;10
MASCULINO;19971212;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;10;13.45;2016-1;2016-1;20230926;8
MASCULINO;20040601;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;1;0;2023-1;2023-1;20230926;22
FEMENINO;20030912;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;2;14.18;2022-1;2022-1;20230926;22
MASCULINO;19960705;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;8;0.87;2015-1;2015-1;20230926;21
MASCULINO;19970111;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;9;11;2016-1;2016-1;20230926;25
MASCULINO;20000305;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;4;12.11;2019-1;2019-1;20230926;25
MASCULINO;19980723;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;8;10.69;2016-1;2016-1;20230926;20
FEMENINO;20030108;70910;CUSCO;LA CONVENCION;PICHARI;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;2;12.85;2022-1;2022-1;20230926;21
FEMENINO;20021114;50102;AYACUCHO;HUAMANGA;ACOS VINCHOS;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;1;0;2021-1;2023-1;20230926;21
MASCULINO;20021026;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;4;12.36;2020-2;2021-2;20230926;20
FEMENINO;19911216;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;10;14;2017-1;2017-1;20230926;6
FEMENINO;20040511;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;4;13.45;2021-1;2022-1;20230926;21
MASCULINO;20000707;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;2;10.63;2022-1;2022-1;20230926;21
MASCULINO;19960910;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;9;10.93;2018-1;2018-1;20230926;19
MASCULINO;19980721;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;8;11.73;2019-1;2019-1;20230926;22
MASCULINO;20010311;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;5;10.25;2000-1;2022-1;20230926;14
FEMENINO;20001106;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;3;12.71;2019-1;2019-1;20230926;25
MASCULINO;19970424;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;10;10.27;2017-1;2017-1;20230926;21
FEMENINO;20030304;70910;CUSCO;LA CONVENCION;PICHARI;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;2;11.55;2022-1;2022-1;20230926;21
MASCULINO;20021127;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;10;0;2022-1;2022-1;20230926;22
MASCULINO;20020318;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;4;11.85;2000-1;2021-2;20230926;26
MASCULINO;19921109;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;10;11.31;2015-1;2015-1;20230926;14
FEMENINO;19990416;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;7;11.37;2018-1;2018-1;20230926;22
MASCULINO;19970301;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;11;14;2016-1;2016-1;20230926;12
MASCULINO;20030107;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;2;13.31;2022-1;2022-1;20230926;8
FEMENINO;20041101;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;1;0;2023-1;2023-1;20230926;21
MASCULINO;19970915;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;3;6.16;2019-1;2019-1;20230926;19
MASCULINO;20000829;50303;AYACUCHO;HUANTA;HUAMANGUILLA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;2;12.9;2022-1;2022-1;20230926;22
FEMENINO;20020418;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;2;13.82;2022-1;2022-1;20230926;18
MASCULINO;20000323;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;2;14.55;2022-1;2022-1;20230926;22
MASCULINO;20001114;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;5;12.21;2020-2;2022-1;20230926;21
MASCULINO;19971203;50307;AYACUCHO;HUANTA;SANTILLANA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;2;13.8;2022-1;2022-1;20230926;22
FEMENINO;20011019;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;2;12.15;2022-1;2022-1;20230926;22
MASCULINO;20010830;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;4;10.76;2020-2;2021-2;20230926;19
MASCULINO;20021010;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;1;0;2023-1;2023-1;20230926;22
MASCULINO;19990719;30310;APURIMAC;ANDAHUAYLAS;SAN JERONIMO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;4;12.64;2020-2;2022-1;20230926;21
MASCULINO;20030806;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;1;0;2023-1;2023-1;20230926;22
MASCULINO;20000421;50301;AYACUCHO;HUANTA;HUANTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;2;13.3;2022-1;2022-1;20230926;21
MASCULINO;19990116;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;1;0.45;2022-1;2022-1;20230926;22
MASCULINO;19970201;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;4;11.33;2018-1;2018-1;20230926;22
MASCULINO;19960102;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;8;12.18;2017-1;2017-1;20230926;26
MASCULINO;19980515;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;10;14.33;2017-1;2017-1;20230926;12
FEMENINO;19990721;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;9;12.36;2017-1;2017-1;20230926;24
MASCULINO;19940520;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;1;0;2023-1;2023-1;20230926;22
FEMENINO;20040503;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;2;11.6;2022-1;2022-1;20230926;17
MASCULINO;19990528;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;8;11.57;2019-1;2019-1;20230926;21
FEMENINO;20060328;50301;AYACUCHO;HUANTA;HUANTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;1;0;2023-1;2023-1;20230926;22
MASCULINO;19971003;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;4;9.77;2020-2;2022-1;20230926;16
MASCULINO;20020915;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;2;13.71;2022-1;2022-1;20230926;22
MASCULINO;20010215;50301;AYACUCHO;HUANTA;HUANTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;2;10.15;2022-1;2022-1;20230926;15
MASCULINO;19981002;50804;AYACUCHO;HUANCA SANCOS;CARAPO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;10;13.25;2016-1;2016-1;20230926;22
MASCULINO;20000906;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;6;12.17;2018-1;2018-1;20230926;26
MASCULINO;20030728;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;1;0;2023-1;2023-1;20230926;22
MASCULINO;20000406;50107;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;2;14.1;2022-1;2022-1;20230926;22
MASCULINO;19840129;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;10;2.5;2007-1;2007-1;20230926;9
MASCULINO;19921112;50105;AYACUCHO;HUAMANGA;QUINUA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;10;11;2012-1;2012-1;20230926;8
FEMENINO;20020516;50403;AYACUCHO;LA MAR;AYNA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;1;0;2019-1;2019-1;20230926;22
MASCULINO;19890719;50115;AYACUCHO;HUAMANGA;JESUS NAZARENO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;6;2.83;2010-1;2010-1;20230926;22
MASCULINO;20010313;70909;CUSCO;LA CONVENCION;KIMBIRI;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;3;5.79;2000-1;2022-1;20230926;21
FEMENINO;19990505;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;10;10.73;2017-1;2017-1;20230926;21
MASCULINO;20000223;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;10;12.5;2018-1;2018-1;20230926;22
MASCULINO;20000819;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;7;10.15;2000-1;2022-1;20230926;18
MASCULINO;19980709;70910;CUSCO;LA CONVENCION;PICHARI;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;2;0;2019-1;2019-1;20230926;17
MASCULINO;19930712;50116;AYACUCHO;HUAMANGA;ANDRES AVELINO CACERES DORREGARAY;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;10;10.04;2015-1;2015-1;20230926;14
FEMENINO;19990220;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;7;10.68;2019-1;2019-1;20230926;22
MASCULINO;19960415;50103;AYACUCHO;HUAMANGA;CARMEN ALTO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;10;11.78;2018-1;2018-1;20230926;20
MASCULINO;19990405;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;3;12.04;2022-1;2022-1;20230926;21
FEMENINO;20030930;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;MEDICINA VETERINARIA;1;0;2023-1;2023-1;20230926;21
MASCULINO;20010527;50101;AYACUCHO;HUAMANGA;AYACUCHO;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGRÍCOLA;2;13.81;2022-1;2022-1;20230926;22
MASCULINO;20040807;50301;AYACUCHO;HUANTA;HUANTA;NO;2023-1;CIENCIAS AGRARIAS;INGENIERÍA AGROFORESTAL;2;11.1;2022-1;2022-1;20230926;19
MASCULINO;20040725;50601;AYACUCHO;PARINACOCHAS;CORACORA;NO;2023-1;CIENCIAS AGRARIAS;AGRONOMÍA;2;14.05;2022-1;2022-1;20230926;22
